geneID	expression	category	ASW1	ASW2	ASW3	ASW4	ASW5	ASW6	LPS1	LPS2	LPS3	LPS4	LPS5	LPS6
TRINITY_DN3404_c0_g1	consistent	no_annotation	1.634593498	1.548469594	-1.241244328	1.121930002	0.557477419	1.248400327	0.162240627	-1.414101212	0.143989166	-1.716663982	-1.594044695	-0.451046415
TRINITY_DN34291_c0_g1	variable	no_annotation	-1.122696759	5.189550907	-1.122696759	6.037416688	-1.122696759	-1.122696759	-1.122696759	-1.122696759	-1.122696759	-1.122696759	-1.122696759	-1.122696759
TRINITY_DN3447_c0_g1	variable	Signaling_cascades	0.778163041	3.316111083	0.398663987	3.181681314	-0.534373431	-2.635593087	-0.505061524	-0.440687032	0.148942621	-0.53628513	-1.399216437	-1.772345403
TRINITY_DN34691_c0_g1	variable	no_annotation	-1.024846021	-1.024846021	-1.024846021	-1.024846021	-1.024846021	-1.024846021	-1.024846021	-1.024846021	5.033297271	-1.024846021	-1.024846021	5.215162943
TRINITY_DN348_c0_g2	consistent	Metabolism/transport	3.415976242	3.246708295	-1.353708262	3.450874254	0.279656174	-0.052754296	-1.653758951	-1.196826536	-1.62526674	-1.208306929	-1.672187788	-1.630405464
TRINITY_DN34853_c0_g1	variable	no_annotation	-1.14441155	6.197618658	-1.14441155	5.24649684	-1.14441155	-1.14441155	-1.14441155	-1.14441155	-1.14441155	-1.14441155	-1.14441155	-1.14441155
TRINITY_DN34865_c0_g1	variable	Signaling_cascades	-0.700411594	-0.700411594	-0.700411594	-0.700411594	-0.700411594	-0.700411594	-0.700411594	-0.700411594	3.662058294	-0.700411594	-0.700411594	3.342057648
TRINITY_DN35_c0_g3	consistent	no_annotation	-2.316300432	3.834236006	-1.533082685	3.719983472	-0.097983827	3.442022366	-0.168237476	-1.05591216	-0.988225352	-1.696044601	-1.866195041	-1.274260269
TRINITY_DN35_c0_g6	variable	no_annotation	-1.272831665	6.568455911	-1.272831665	5.961995344	-1.272831665	-1.074966273	-1.272831665	-1.272831665	-1.272831665	-1.272831665	-1.272831665	-1.272831665
TRINITY_DN36144_c0_g1	variable	Signaling_cascades	1.713220699	-1.086073876	-1.086073876	-1.086073876	2.387842885	5.673601299	-1.086073876	-1.086073876	-1.086073876	-1.086073876	-1.086073876	-1.086073876
TRINITY_DN36670_c0_g1	consistent	Recognition/cell_adhesion/protein_binding	-0.329844017	-0.329844017	-0.329844017	-0.329844017	-0.329844017	-0.329844017	0.943373457	-0.329844017	1.045890522	-0.329844017	-0.329844017	0.979332171
TRINITY_DN3681_c0_g1	consistent	Metabolism/transport	-0.511002972	-0.511002972	-0.511002972	-0.511002972	-0.511002972	-0.511002972	-0.511002972	-0.511002972	2.844718111	-0.511002972	-0.511002972	2.265311613
TRINITY_DN37446_c0_g1	variable	no_annotation	-1.683871527	8.464524974	-1.683871527	7.803727368	-1.683871527	-1.113408596	-1.683871527	-1.683871527	-1.683871527	-1.683871527	-1.683871527	-1.683871527
TRINITY_DN37864_c0_g1	consistent	DNA_regulation/transcription	0.306034648	0.256791129	0.014374754	0.269486202	0.160764241	0.269486202	-0.37679834	0.038945497	-0.277168468	-0.083699417	-0.297086342	-0.281130105
TRINITY_DN3881_c0_g1	consistent	Metabolism/transport	1.289347829	-0.3600377	-0.3600377	-0.3600377	2.311029172	-0.3600377	-0.3600377	-0.3600377	-0.3600377	-0.3600377	-0.3600377	-0.3600377
TRINITY_DN38843_c1_g2	variable	no_annotation	4.028214804	-1.011362299	-1.011362299	-1.011362299	6.071052897	-1.011362299	-1.011362299	-1.011362299	-1.011362299	-1.011362299	-0.997007006	-1.011362299
TRINITY_DN39059_c0_g1	consistent	Recognition/cell_adhesion/protein_binding	0.432193845	2.154421928	-0.442667897	1.512642679	1.451593192	0.338534738	-0.457502008	-1.194588832	-0.772446308	-1.513489234	-0.832490298	-0.676201806
TRINITY_DN3918_c0_g1	variable	no_annotation	-0.767827785	-0.767827785	-0.767827785	-0.767827785	3.933499473	3.744778376	-0.767827785	-0.767827785	-0.767827785	-0.767827785	-0.767827785	-0.767827785
TRINITY_DN3941_c0_g1	variable	Metabolism/transport	-2.129380865	0.037292918	-0.933961794	-0.594174818	-1.478899306	-1.916203762	-1.101018043	1.620561885	3.539153628	0.383466823	-2.429121023	5.002284355
TRINITY_DN4002_c0_g3	consistent	Signaling_cascades	-0.62434027	-0.815283052	-0.397526052	-0.659338352	-0.899347317	-0.339610793	-0.291484414	0.173787388	1.482489767	-0.026715526	0.949050282	1.448318339
TRINITY_DN40267_c0_g2	consistent	no_annotation	-0.840161334	1.794896496	-0.840161334	2.449673131	-0.840161334	3.316882376	-0.840161334	-0.840161334	-0.840161334	-0.840161334	-0.840161334	-0.840161334
TRINITY_DN409_c1_g1	variable	Signaling_cascades	-0.593975465	2.673859927	-0.593975465	3.265894721	-0.593975465	-0.593975465	-0.593975465	-0.593975465	-0.593975465	-0.593975465	-0.593975465	-0.593975465
TRINITY_DN41412_c0_g1	consistent	DNA_regulation/transcription	-0.269120253	-0.269120253	-0.269120253	-0.269120253	1.965381068	0.725821458	-0.269120253	-0.269120253	-0.269120253	-0.269120253	-0.269120253	-0.269120253
TRINITY_DN4192_c0_g1	variable	no_annotation	-0.715044564	-0.715044564	-0.715044564	-0.715044564	-0.715044564	-0.715044564	2.725243256	-0.715044564	-0.715044564	-0.715044564	4.425202388	-0.715044564
TRINITY_DN4224_c1_g1	consistent	Unknown	-0.482031005	-0.482031005	-0.482031005	-0.482031005	-0.482031005	-0.482031005	-0.482031005	-0.482031005	2.368768418	-0.482031005	-0.482031005	2.451541633
TRINITY_DN42280_c0_g1	variable	no_annotation	-0.903733174	-0.903733174	-0.903733174	-0.903733174	-0.903733174	-0.903733174	-0.903733174	-0.903733174	4.58368886	-0.903733174	-0.903733174	4.453642881
TRINITY_DN4317_c1_g1	variable	Metabolism/transport	-1.399924182	6.685331614	-1.507618379	6.460574749	-1.082051451	-1.377322753	-1.369866948	-1.3259236	-1.242993976	-1.322321363	-1.366153445	-1.151730267
TRINITY_DN43221_c3_g1	variable	no_annotation	-0.931003228	4.800315803	-0.931003228	4.509716473	-0.931003228	-0.931003228	-0.931003228	-0.931003228	-0.931003228	-0.931003228	-0.931003228	-0.931003228
TRINITY_DN4331_c0_g1	consistent	no_annotation	2.927997085	4.623508697	-1.687592005	4.305497369	3.113482736	-1.128164596	-2.179188599	-1.636187722	-2.179188599	-1.801787168	-2.179188599	-2.179188599
TRINITY_DN4366_c1_g1	variable	no_annotation	-2.19091614	-2.19091614	-2.19091614	-2.19091614	-2.19091614	-2.19091614	-2.19091614	-2.19091614	6.703998608	-2.19091614	6.384358368	6.629888281
TRINITY_DN44786_c3_g1	variable	no_annotation	4.969166683	-1.032207731	-1.005053679	-1.032207731	-1.032207731	5.269891938	-1.032207731	-1.005053679	-1.032207731	-1.017852438	-1.017852438	-1.032207731
TRINITY_DN4484_c1_g3	variable	no_annotation	-1.920181104	-1.920181104	-1.920181104	-1.920181104	-0.546672089	-1.920181104	8.918639122	-1.920181104	-1.920181104	-1.920181104	8.909662907	-1.920181104
TRINITY_DN45157_c3_g1	variable	no_annotation	-0.754382139	-0.754382139	-0.754382139	-0.754382139	3.693064816	3.850756574	-0.754382139	-0.754382139	-0.754382139	-0.754382139	-0.754382139	-0.754382139
TRINITY_DN454_c1_g2	consistent	Recognition/cell_adhesion/protein_binding	1.501737612	1.320504267	-0.381492	1.739350732	1.515481025	-0.0139235	-0.76104896	-0.973000315	-1.395272681	-0.388694033	-1.075984468	-1.08765768
TRINITY_DN4567_c1_g1	consistent	Metabolism/transport	1.568618652	3.808019668	-0.310204511	3.400381753	0.259922949	1.26905837	-1.955445024	-1.955445024	-1.955445024	-1.113874386	-1.955445024	-1.060142402
TRINITY_DN4628_c1_g1	consistent	no_annotation	-0.306033842	-0.306033842	-0.306033842	-0.306033842	-0.306033842	-0.306033842	1.347026175	-0.306033842	-0.306033842	-0.306033842	1.713312247	-0.306033842
TRINITY_DN463_c0_g2	consistent	no_annotation	-1.310613479	3.831268858	-1.310613479	3.590832705	4.373419752	-1.310613479	-1.310613479	-1.310613479	-1.310613479	-1.310613479	-1.310613479	-1.310613479
TRINITY_DN4802_c1_g2	variable	no_annotation	-0.607547003	2.878137425	-0.607547003	3.197332605	-0.607547003	-0.607547003	-0.607547003	-0.607547003	-0.607547003	-0.607547003	-0.607547003	-0.607547003
TRINITY_DN4898_c0_g2	consistent	DNA_regulation/transcription	-0.367694878	1.667577112	-0.367694878	1.976565517	-0.367694878	-0.334888732	-0.367694878	-0.367694878	-0.367694878	-0.367694878	-0.367694878	-0.367694878
TRINITY_DN49263_c1_g1	variable	no_annotation	-0.699615741	3.426365913	-0.699615741	3.5697915	-0.699615741	-0.699615741	-0.699615741	-0.699615741	-0.699615741	-0.699615741	-0.699615741	-0.699615741
TRINITY_DN49340_c0_g1	variable	no_annotation	-0.64286339	-0.64286339	-0.64286339	-0.64286339	-0.64286339	-0.64286339	3.07456628	-0.64286339	-0.64286339	-0.64286339	3.354067621	-0.64286339
TRINITY_DN49954_c0_g1	consistent	Unknown	-0.251421398	1.102637181	-0.502382972	1.248223533	0.552812683	0.864428802	-0.502382972	-0.502382972	-0.502382972	-0.502382972	-0.502382972	-0.502382972
TRINITY_DN50091_c2_g1	variable	Signaling_cascades	-0.854341053	-0.854341053	-0.854341053	-0.854341053	-0.854341053	-0.854341053	-0.854341053	-0.854341053	3.862320672	-0.854341053	-0.854341053	4.681089862
TRINITY_DN50670_c0_g1	variable	Metabolism/transport	3.965234867	-0.787995256	-0.787995256	-0.787995256	-0.787995256	3.91471769	-0.787995256	-0.787995256	-0.787995256	-0.787995256	-0.787995256	-0.787995256
TRINITY_DN5157_c19_g1	variable	no_annotation	6.92797947	-1.382565152	-1.382565152	-1.382565152	6.897672047	-1.382565152	-1.382565152	-1.382565152	-1.382565152	-1.382565152	-1.382565152	-1.382565152
TRINITY_DN521_c1_g1	consistent	Metabolism/transport	2.746590687	4.135509781	-0.409764616	3.156330241	-2.280881574	3.98752569	-2.964353467	-0.772475025	-2.964353467	-1.152471471	-0.517303312	-2.964353467
TRINITY_DN5218_c0_g4	variable	no_annotation	-0.645601631	3.133342827	-0.645601631	3.32267348	-0.645601631	-0.645601631	-0.645601631	-0.645601631	-0.645601631	-0.645601631	-0.645601631	-0.645601631
TRINITY_DN5333_c0_g2	variable	Metabolism/transport	-0.690373069	-0.690373069	-0.690373069	-0.690373069	3.901007151	3.002723541	-0.690373069	-0.690373069	-0.690373069	-0.690373069	-0.690373069	-0.690373069
TRINITY_DN53486_c0_g1	variable	no_annotation	-0.830541381	-0.830541381	-0.830541381	-0.830541381	-0.830541381	-0.830541381	-0.830541381	-0.830541381	4.343984884	-0.830541381	-0.830541381	3.96142893
TRINITY_DN5468_c0_g1	variable	no_annotation	-0.577255834	-0.577255834	-0.577255834	-0.577255834	-0.577255834	-0.577255834	2.669152253	-0.577255834	-0.577255834	-0.577255834	3.103406087	-0.577255834
TRINITY_DN5539_c0_g1	variable	no_annotation	-0.503267866	-0.503267866	-0.503267866	-0.503267866	-0.503267866	-0.503267866	2.281654836	-0.503267866	-0.503267866	-0.503267866	2.751023821	-0.503267866
TRINITY_DN55628_c0_g2	consistent	no_annotation	1.584486105	-0.204617112	-0.204617112	-0.204617112	-0.204617112	0.461685016	-0.204617112	-0.204617112	-0.204617112	-0.204617112	-0.204617112	-0.204617112
TRINITY_DN564_c10_g1	variable	no_annotation	-0.736006036	3.546582035	-0.736006036	3.81347832	-0.736006036	-0.736006036	-0.736006036	-0.736006036	-0.736006036	-0.736006036	-0.736006036	-0.736006036
TRINITY_DN5662_c1_g2	consistent	Recognition/cell_adhesion/protein_binding	-0.459217421	2.270661591	-0.459217421	2.321512616	-0.459217421	-0.459217421	-0.459217421	-0.459217421	-0.459217421	-0.459217421	-0.459217421	-0.459217421
TRINITY_DN57187_c0_g1	consistent	no_annotation	3.358555761	1.533889205	-0.848399712	1.734362491	-1.115036355	1.545801013	-1.115036355	-1.115036355	-0.829338229	-0.919688756	-1.115036355	-1.115036355
TRINITY_DN5734_c1_g3	variable	no_annotation	-0.702095954	-0.702095954	-0.702095954	-0.702095954	-0.702095954	-0.702095954	-0.702095954	-0.702095954	3.602123014	-0.702095954	-0.702095954	3.418836531
TRINITY_DN57398_c0_g1	consistent	no_annotation	-0.374873729	-0.374873729	-0.374873729	-0.374873729	-0.374873729	-0.374873729	-0.374873729	-0.374873729	2.188528492	-0.374873729	-0.374873729	1.560208795
TRINITY_DN59203_c0_g1	variable	no_annotation	4.438080955	-0.947212019	-0.947212019	-0.947212019	4.795252374	-0.708425159	-0.947212019	-0.947212019	-0.947212019	-0.947212019	-0.947212019	-0.947212019
TRINITY_DN59476_c0_g1	variable	no_annotation	-1.009145537	-1.009145537	-1.009145537	-1.009145537	-1.009145537	-1.009145537	-1.009145537	-1.009145537	4.900771542	-1.009145537	-1.009145537	5.190683827
TRINITY_DN600_c0_g1	variable	Cell_damage	-0.784259544	3.755829738	-0.784259544	4.070982707	-0.784259544	-0.768476547	-0.784259544	-0.784259544	-0.784259544	-0.784259544	-0.784259544	-0.784259544
TRINITY_DN6118_c0_g1	consistent	Metabolism/transport	1.239290889	1.706980508	-0.405699941	1.405703177	-0.387651918	-0.405699941	-0.532572913	-0.433202506	-0.335905305	-0.631312031	-0.540028718	-0.679901302
TRINITY_DN6357_c0_g8	consistent	no_annotation	-0.468957344	1.944095085	-0.468957344	2.745478354	-0.468957344	-0.468957344	-0.468957344	-0.468957344	-0.468957344	-0.468957344	-0.468957344	-0.468957344
TRINITY_DN6728_c0_g1	consistent	Recognition/cell_adhesion/protein_binding	-0.628306151	1.108947953	-0.628306151	1.321415526	3.224391884	-0.628306151	-0.628306151	-0.628306151	-0.628306151	-0.628306151	-0.628306151	-0.628306151
TRINITY_DN6728_c2_g1	consistent	Signaling_cascades	-0.49079543	-0.49079543	-0.49079543	-0.49079543	-0.49079543	-0.49079543	-0.49079543	-0.49079543	2.521594459	-0.49079543	-0.49079543	2.386359844
TRINITY_DN67997_c0_g1	consistent	no_annotation	-0.499046727	-0.499046727	-0.499046727	-0.499046727	-0.499046727	-0.499046727	-0.499046727	-0.499046727	2.596540181	-0.499046727	-0.499046727	2.393927088
TRINITY_DN69166_c0_g1	consistent	no_annotation	3.377025174	2.245237197	-0.934114607	2.768986093	-0.934114607	-0.918331609	-0.934114607	-0.934114607	-0.934114607	-0.934114607	-0.934114607	-0.934114607
TRINITY_DN69796_c0_g1	variable	Metabolism/transport	-0.764491755	-0.764491755	-0.764491755	-0.764491755	-0.764491755	-0.764491755	-0.764491755	-0.764491755	4.099942042	-0.764491755	-0.764491755	3.544975504
TRINITY_DN6993_c2_g1	variable	no_annotation	5.897699388	-0.930932194	-0.930932194	-0.930932194	-0.930932194	3.411622552	-0.930932194	-0.930932194	-0.930932194	-0.930932194	-0.930932194	-0.930932194
TRINITY_DN70127_c0_g1	variable	no_annotation	0.312540858	3.301178949	-0.852805328	3.059648877	-0.704124122	-0.516876786	-0.818703675	-0.665145953	-0.789194433	-0.718563225	-0.78665671	-0.821298451
TRINITY_DN7094_c0_g1	consistent	no_annotation	-1.00532606	0.660521461	-1.00532606	0.350254087	-1.00532606	-1.00532606	0.921432472	-1.00532606	1.665740812	-1.00532606	1.024656806	1.40935072
TRINITY_DN71_c2_g1	consistent	no_annotation	3.302392173	4.797161137	-2.142970368	4.583724637	3.132222966	-0.814708339	-2.142970368	-2.142970368	-2.142970368	-2.142970368	-2.142970368	-2.142970368
TRINITY_DN71155_c0_g1	consistent	no_annotation	-0.359969859	-0.359969859	-0.359969859	-0.359969859	-0.359969859	-0.359969859	-0.359969859	-0.359969859	1.670719345	-0.359969859	-0.359969859	1.928979246
TRINITY_DN712_c0_g1	consistent	no_annotation	2.972620284	-0.689329247	-0.770657302	-0.706305179	2.763908369	2.205358847	-1.281300415	-0.85630389	-1.106296774	-0.728429067	-0.949665946	-0.853599681
TRINITY_DN724_c2_g2	consistent	no_annotation	-0.469451659	2.158388606	-0.469451659	2.536127981	-0.469451659	-0.469451659	-0.469451659	-0.469451659	-0.469451659	-0.469451659	-0.469451659	-0.469451659
TRINITY_DN7323_c0_g2	variable	no_annotation	-0.791079143	3.773725795	-0.791079143	3.95437334	-0.791079143	-0.608386846	-0.791079143	-0.791079143	-0.791079143	-0.791079143	-0.791079143	-0.791079143
TRINITY_DN7375_c0_g4	variable	Unknown	1.422571085	-0.799020729	-0.746753419	-0.727964567	1.225973651	3.735098912	-0.687211473	-0.74810489	-0.567850822	-0.814511015	-0.535986323	-0.75624041
TRINITY_DN7377_c0_g1	variable	no_annotation	-1.449592782	-1.449592782	-1.449592782	-1.449592782	-1.449592782	-1.449592782	4.898444838	-1.449592782	4.044214644	-1.449592782	-1.449592782	4.103675553
TRINITY_DN7377_c1_g2	variable	no_annotation	-0.957105009	5.28380078	-0.957105009	4.287249311	-0.957105009	-0.957105009	-0.957105009	-0.957105009	-0.957105009	-0.957105009	-0.957105009	-0.957105009
TRINITY_DN772_c14_g1	consistent	no_annotation	2.589389976	2.929940214	-1.512007977	3.399875313	3.015938122	-1.512007977	-1.512007977	-1.512007977	-1.512007977	-1.512007977	-1.351087788	-1.512007977
TRINITY_DN7812_c0_g1	variable	no_annotation	-0.223864285	2.767436853	-0.572188114	2.772137991	-0.613431096	-0.518519449	-0.613431096	-0.613431096	-0.613431096	-0.613431096	-0.544416418	-0.613431096
TRINITY_DN7882_c0_g2	consistent	Signaling_cascades	-0.41894386	-0.41894386	-0.41894386	-0.41894386	-0.41894386	-0.41894386	-0.41894386	-0.41894386	1.99437942	-0.41894386	-0.41894386	2.195059184
TRINITY_DN7970_c0_g1	variable	Signaling_cascades	-1.031142454	5.358957698	-1.031142454	4.952466843	-1.031142454	-1.031142454	-1.031142454	-1.031142454	-1.031142454	-1.031142454	-1.031142454	-1.031142454
TRINITY_DN8048_c0_g3	variable	no_annotation	-0.876908348	-0.876908348	-0.876908348	-0.876908348	-0.876908348	-0.876908348	-0.876908348	-0.876908348	4.380554928	-0.876908348	-0.876908348	4.388528548
TRINITY_DN8051_c0_g2	consistent	DNA_regulation/transcription	0.534536554	-0.221632775	-0.221632775	-0.221632775	1.681791191	-0.221632775	-0.221632775	-0.221632775	-0.221632775	-0.221632775	-0.221632775	-0.221632775
TRINITY_DN80510_c0_g1	variable	no_annotation	-1.124481541	-1.124481541	-1.124481541	-1.124481541	-1.124481541	-1.124481541	-1.124481541	-1.124481541	5.477185265	-1.124481541	-1.124481541	5.767630148
TRINITY_DN8170_c0_g2	consistent	Unknown	-0.496373285	1.296482067	-0.496373285	1.384116341	0.587010302	0.703377571	-0.496373285	-0.496373285	-0.496373285	-0.496373285	-0.496373285	-0.496373285
TRINITY_DN827_c0_g3	variable	Recognition/cell_adhesion/protein_binding	-1.030292324	4.947788874	-1.030292324	5.186492329	-1.030292324	-0.861650288	-1.030292324	-1.030292324	-1.030292324	-1.030292324	-1.030292324	-1.030292324
TRINITY_DN8299_c1_g4	consistent	Recognition/cell_adhesion/protein_binding	-0.373275396	-0.373275396	-0.373275396	-0.373275396	-0.373275396	-0.373275396	-0.373275396	-0.373275396	1.919211896	-0.373275396	-0.373275396	1.813542063
TRINITY_DN8315_c1_g1	consistent	no_annotation	-0.436994507	2.157554043	-0.436994507	2.212391023	-0.436994507	-0.436994507	-0.436994507	-0.436994507	-0.436994507	-0.436994507	-0.436994507	-0.436994507
TRINITY_DN8343_c0_g6	variable	no_annotation	-0.742426507	3.818105043	-0.742426507	3.606160026	-0.742426507	-0.742426507	-0.742426507	-0.742426507	-0.742426507	-0.742426507	-0.742426507	-0.742426507
TRINITY_DN8479_c0_g1	variable	no_annotation	-0.773024621	-0.773024621	-0.773024621	-0.773024621	-0.773024621	-0.773024621	3.45494744	-0.773024621	-0.773024621	-0.773024621	4.275298766	-0.773024621
TRINITY_DN8666_c1_g2	variable	no_annotation	5.190178669	-0.995135174	-1.051718702	-1.051718702	-0.993748634	5.16981042	-1.051718702	-1.051718702	-1.051718702	-1.051718702	-1.009074365	-1.051718702
TRINITY_DN8720_c0_g2	consistent	Recognition/cell_adhesion/protein_binding	-1.051598031	2.761828584	-0.56344695	2.967223997	4.489893173	-2.889035677	-1.962125585	-0.53528806	-0.44439629	-0.543878529	-2.141520164	-0.087656467
TRINITY_DN8753_c3_g1	consistent	no_annotation	3.036442091	2.233192142	-1.383636025	2.1537843	0.046113826	2.215919817	-1.383636025	-1.383636025	-1.383636025	-1.383636025	-1.383636025	-1.383636025
TRINITY_DN8894_c1_g1	variable	no_annotation	-1.499422784	-1.533844949	-1.077364857	-1.7980811	-1.105653902	-1.7980811	-1.7980811	-1.479619635	4.514765561	-0.964583763	3.946160741	4.593806886
TRINITY_DN8969_c2_g2	variable	no_annotation	-0.913698908	4.865455733	-0.913698908	4.271533346	-0.913698908	-0.913698908	-0.913698908	-0.913698908	-0.913698908	-0.913698908	-0.913698908	-0.913698908
TRINITY_DN91576_c1_g1	variable	no_annotation	4.013066672	-0.831268761	-0.831268761	-0.831268761	4.299620936	-0.831268761	-0.831268761	-0.831268761	-0.831268761	-0.831268761	-0.831268761	-0.831268761
TRINITY_DN9197_c0_g2	consistent	no_annotation	-0.437044057	2.288478989	-0.437044057	2.049155436	-0.437044057	-0.404237912	-0.437044057	-0.437044057	-0.437044057	-0.437044057	-0.437044057	-0.437044057
TRINITY_DN9491_c0_g3	consistent	no_annotation	4.201855052	2.759247385	-0.931455104	2.362728	-0.775335903	-0.780951694	-1.139347956	-1.139347956	-1.139347956	-1.139347956	-1.139347956	-1.139347956
